,longitude,latitude,Date,Temperature,station_name,EnergyConsumption,DayNumber,WeekNumber,MonthNumber,MonthName
2676,-67.830000,47.160000,2023-02-19 12:00:00,,ST LEONARD CS,695.35,19,8,2,February
3349,-66.610000,45.920000,2023-02-19 12:00:00,-0.70,FREDERICTON CDA CS,695.35,19,8,2,February
4020,-66.120000,44.270000,2023-02-19 12:00:00,,SAULNIERVILLE,695.35,19,8,2,February
2677,-67.830000,47.160000,2023-02-19 13:00:00,,ST LEONARD CS,691.5,19,8,2,February
3350,-66.610000,45.920000,2023-02-19 13:00:00,0.80,FREDERICTON CDA CS,691.5,19,8,2,February
4021,-66.120000,44.270000,2023-02-19 13:00:00,,SAULNIERVILLE,691.5,19,8,2,February
2678,-67.830000,47.160000,2023-02-19 14:00:00,,ST LEONARD CS,695.8299999999999,19,8,2,February
3351,-66.610000,45.920000,2023-02-19 14:00:00,1.60,FREDERICTON CDA CS,695.8299999999999,19,8,2,February
4022,-66.120000,44.270000,2023-02-19 14:00:00,,SAULNIERVILLE,695.8299999999999,19,8,2,February
2679,-67.830000,47.160000,2023-02-19 15:00:00,,ST LEONARD CS,702.09,19,8,2,February
3352,-66.610000,45.920000,2023-02-19 15:00:00,2.10,FREDERICTON CDA CS,702.09,19,8,2,February
4023,-66.120000,44.270000,2023-02-19 15:00:00,,SAULNIERVILLE,702.09,19,8,2,February
2680,-67.830000,47.160000,2023-02-19 16:00:00,,ST LEONARD CS,695.3499999999999,19,8,2,February
3353,-66.610000,45.920000,2023-02-19 16:00:00,2.20,FREDERICTON CDA CS,695.3499999999999,19,8,2,February
4024,-66.120000,44.270000,2023-02-19 16:00:00,,SAULNIERVILLE,695.3499999999999,19,8,2,February
2681,-67.830000,47.160000,2023-02-19 17:00:00,,ST LEONARD CS,696.3199999999999,19,8,2,February
3354,-66.610000,45.920000,2023-02-19 17:00:00,1.90,FREDERICTON CDA CS,696.3199999999999,19,8,2,February
4025,-66.120000,44.270000,2023-02-19 17:00:00,,SAULNIERVILLE,696.3199999999999,19,8,2,February
2682,-67.830000,47.160000,2023-02-19 18:00:00,,ST LEONARD CS,707.38,19,8,2,February
3355,-66.610000,45.920000,2023-02-19 18:00:00,1.00,FREDERICTON CDA CS,707.38,19,8,2,February
4026,-66.120000,44.270000,2023-02-19 18:00:00,,SAULNIERVILLE,707.38,19,8,2,February
2683,-67.830000,47.160000,2023-02-19 19:00:00,,ST LEONARD CS,690.53,19,8,2,February
3356,-66.610000,45.920000,2023-02-19 19:00:00,0.10,FREDERICTON CDA CS,690.53,19,8,2,February
4027,-66.120000,44.270000,2023-02-19 19:00:00,,SAULNIERVILLE,690.53,19,8,2,February
2684,-67.830000,47.160000,2023-02-19 20:00:00,,ST LEONARD CS,691.01,19,8,2,February
3357,-66.610000,45.920000,2023-02-19 20:00:00,-0.30,FREDERICTON CDA CS,691.01,19,8,2,February
4028,-66.120000,44.270000,2023-02-19 20:00:00,,SAULNIERVILLE,691.01,19,8,2,February
2685,-67.830000,47.160000,2023-02-19 21:00:00,,ST LEONARD CS,695.36,19,8,2,February
3358,-66.610000,45.920000,2023-02-19 21:00:00,-0.20,FREDERICTON CDA CS,695.36,19,8,2,February
4029,-66.120000,44.270000,2023-02-19 21:00:00,,SAULNIERVILLE,695.36,19,8,2,February
2686,-67.830000,47.160000,2023-02-19 22:00:00,,ST LEONARD CS,691.5,19,8,2,February
3359,-66.610000,45.920000,2023-02-19 22:00:00,1.00,FREDERICTON CDA CS,691.5,19,8,2,February
4030,-66.120000,44.270000,2023-02-19 22:00:00,,SAULNIERVILLE,691.5,19,8,2,February
2687,-67.830000,47.160000,2023-02-19 23:00:00,,ST LEONARD CS,696.3199999999999,19,8,2,February
3360,-66.610000,45.920000,2023-02-19 23:00:00,2.40,FREDERICTON CDA CS,696.3199999999999,19,8,2,February
4031,-66.120000,44.270000,2023-02-19 23:00:00,,SAULNIERVILLE,696.3199999999999,19,8,2,February
2688,-67.830000,47.160000,2023-02-20 00:00:00,,ST LEONARD CS,689.5799999999999,20,9,2,February
3361,-66.610000,45.920000,2023-02-20 00:00:00,2.60,FREDERICTON CDA CS,689.5799999999999,20,9,2,February
4032,-66.120000,44.270000,2023-02-20 00:00:00,,SAULNIERVILLE,689.5799999999999,20,9,2,February
2689,-67.830000,47.160000,2023-02-20 01:00:00,,ST LEONARD CS,697.75,20,9,2,February
3362,-66.610000,45.920000,2023-02-20 01:00:00,3.70,FREDERICTON CDA CS,697.75,20,9,2,February
4033,-66.120000,44.270000,2023-02-20 01:00:00,,SAULNIERVILLE,697.75,20,9,2,February
2690,-67.830000,47.160000,2023-02-20 02:00:00,,ST LEONARD CS,690.0699999999999,20,9,2,February
3363,-66.610000,45.920000,2023-02-20 02:00:00,3.90,FREDERICTON CDA CS,690.0699999999999,20,9,2,February
4034,-66.120000,44.270000,2023-02-20 02:00:00,,SAULNIERVILLE,690.0699999999999,20,9,2,February
2691,-67.830000,47.160000,2023-02-20 03:00:00,,ST LEONARD CS,693.91,20,9,2,February
3364,-66.610000,45.920000,2023-02-20 03:00:00,4.10,FREDERICTON CDA CS,693.91,20,9,2,February
4035,-66.120000,44.270000,2023-02-20 03:00:00,,SAULNIERVILLE,693.91,20,9,2,February
2692,-67.830000,47.160000,2023-02-20 04:00:00,,ST LEONARD CS,698.72,20,9,2,February
3365,-66.610000,45.920000,2023-02-20 04:00:00,4.10,FREDERICTON CDA CS,698.72,20,9,2,February
4036,-66.120000,44.270000,2023-02-20 04:00:00,,SAULNIERVILLE,698.72,20,9,2,February
2693,-67.830000,47.160000,2023-02-20 05:00:00,,ST LEONARD CS,678.99,20,9,2,February
3366,-66.610000,45.920000,2023-02-20 05:00:00,4.20,FREDERICTON CDA CS,678.99,20,9,2,February
4037,-66.120000,44.270000,2023-02-20 05:00:00,,SAULNIERVILLE,678.99,20,9,2,February
2694,-67.830000,47.160000,2023-02-20 06:00:00,,ST LEONARD CS,690.55,20,9,2,February
3367,-66.610000,45.920000,2023-02-20 06:00:00,3.70,FREDERICTON CDA CS,690.55,20,9,2,February
4038,-66.120000,44.270000,2023-02-20 06:00:00,,SAULNIERVILLE,690.55,20,9,2,February
2695,-67.830000,47.160000,2023-02-20 07:00:00,,ST LEONARD CS,685.73,20,9,2,February
3369,-66.610000,45.920000,2023-02-20 07:00:00,2.60,FREDERICTON CDA CS,685.73,20,9,2,February
4039,-66.120000,44.270000,2023-02-20 07:00:00,,SAULNIERVILLE,685.73,20,9,2,February
2696,-67.830000,47.160000,2023-02-20 08:00:00,,ST LEONARD CS,685.74,20,9,2,February
3370,-66.610000,45.920000,2023-02-20 08:00:00,2.00,FREDERICTON CDA CS,685.74,20,9,2,February
4040,-66.120000,44.270000,2023-02-20 08:00:00,,SAULNIERVILLE,685.74,20,9,2,February
2697,-67.830000,47.160000,2023-02-20 09:00:00,,ST LEONARD CS,695.84,20,9,2,February
3371,-66.610000,45.920000,2023-02-20 09:00:00,3.40,FREDERICTON CDA CS,695.84,20,9,2,February
4041,-66.120000,44.270000,2023-02-20 09:00:00,,SAULNIERVILLE,695.84,20,9,2,February
2698,-67.830000,47.160000,2023-02-20 10:00:00,,ST LEONARD CS,680.91,20,9,2,February
3372,-66.610000,45.920000,2023-02-20 10:00:00,5.10,FREDERICTON CDA CS,680.91,20,9,2,February
4042,-66.120000,44.270000,2023-02-20 10:00:00,,SAULNIERVILLE,680.91,20,9,2,February
2699,-67.830000,47.160000,2023-02-20 11:00:00,,ST LEONARD CS,690.06,20,9,2,February
3373,-66.610000,45.920000,2023-02-20 11:00:00,6.00,FREDERICTON CDA CS,690.06,20,9,2,February
4043,-66.120000,44.270000,2023-02-20 11:00:00,,SAULNIERVILLE,690.06,20,9,2,February
2700,-67.830000,47.160000,2023-02-20 12:00:00,,ST LEONARD CS,704.5,20,9,2,February
3374,-66.610000,45.920000,2023-02-20 12:00:00,6.30,FREDERICTON CDA CS,704.5,20,9,2,February
4044,-66.120000,44.270000,2023-02-20 12:00:00,,SAULNIERVILLE,704.5,20,9,2,February
2701,-67.830000,47.160000,2023-02-20 13:00:00,,ST LEONARD CS,680.91,20,9,2,February
3375,-66.610000,45.920000,2023-02-20 13:00:00,7.20,FREDERICTON CDA CS,680.91,20,9,2,February
4045,-66.120000,44.270000,2023-02-20 13:00:00,,SAULNIERVILLE,680.91,20,9,2,February
2702,-67.830000,47.160000,2023-02-20 14:00:00,,ST LEONARD CS,695.8199999999999,20,9,2,February
3376,-66.610000,45.920000,2023-02-20 14:00:00,7.50,FREDERICTON CDA CS,695.8199999999999,20,9,2,February
4046,-66.120000,44.270000,2023-02-20 14:00:00,,SAULNIERVILLE,695.8199999999999,20,9,2,February
2703,-67.830000,47.160000,2023-02-20 15:00:00,,ST LEONARD CS,686.69,20,9,2,February
3377,-66.610000,45.920000,2023-02-20 15:00:00,6.40,FREDERICTON CDA CS,686.69,20,9,2,February
4047,-66.120000,44.270000,2023-02-20 15:00:00,,SAULNIERVILLE,686.69,20,9,2,February
2704,-67.830000,47.160000,2023-02-20 16:00:00,,ST LEONARD CS,700.65,20,9,2,February
3378,-66.610000,45.920000,2023-02-20 16:00:00,6.20,FREDERICTON CDA CS,700.65,20,9,2,February
4048,-66.120000,44.270000,2023-02-20 16:00:00,,SAULNIERVILLE,700.65,20,9,2,February
2705,-67.830000,47.160000,2023-02-20 17:00:00,,ST LEONARD CS,697.76,20,9,2,February
3379,-66.610000,45.920000,2023-02-20 17:00:00,7.10,FREDERICTON CDA CS,697.76,20,9,2,February
4049,-66.120000,44.270000,2023-02-20 17:00:00,,SAULNIERVILLE,697.76,20,9,2,February
2706,-67.830000,47.160000,2023-02-20 18:00:00,,ST LEONARD CS,689.1,20,9,2,February
3380,-66.610000,45.920000,2023-02-20 18:00:00,6.20,FREDERICTON CDA CS,689.1,20,9,2,February
4050,-66.120000,44.270000,2023-02-20 18:00:00,,SAULNIERVILLE,689.1,20,9,2,February
2707,-67.830000,47.160000,2023-02-20 19:00:00,,ST LEONARD CS,699.21,20,9,2,February
3381,-66.610000,45.920000,2023-02-20 19:00:00,5.60,FREDERICTON CDA CS,699.21,20,9,2,February
4051,-66.120000,44.270000,2023-02-20 19:00:00,,SAULNIERVILLE,699.21,20,9,2,February
2708,-67.830000,47.160000,2023-02-20 20:00:00,,ST LEONARD CS,694.87,20,9,2,February
3382,-66.610000,45.920000,2023-02-20 20:00:00,5.00,FREDERICTON CDA CS,694.87,20,9,2,February
4052,-66.120000,44.270000,2023-02-20 20:00:00,,SAULNIERVILLE,694.87,20,9,2,February
2709,-67.830000,47.160000,2023-02-20 21:00:00,,ST LEONARD CS,697.75,20,9,2,February
3383,-66.610000,45.920000,2023-02-20 21:00:00,5.00,FREDERICTON CDA CS,697.75,20,9,2,February
4053,-66.120000,44.270000,2023-02-20 21:00:00,,SAULNIERVILLE,697.75,20,9,2,February
2710,-67.830000,47.160000,2023-02-20 22:00:00,,ST LEONARD CS,700.15,20,9,2,February
3384,-66.610000,45.920000,2023-02-20 22:00:00,4.20,FREDERICTON CDA CS,700.15,20,9,2,February
4054,-66.120000,44.270000,2023-02-20 22:00:00,,SAULNIERVILLE,700.15,20,9,2,February
2711,-67.830000,47.160000,2023-02-20 23:00:00,,ST LEONARD CS,693.91,20,9,2,February
3385,-66.610000,45.920000,2023-02-20 23:00:00,3.70,FREDERICTON CDA CS,693.91,20,9,2,February
4055,-66.120000,44.270000,2023-02-20 23:00:00,,SAULNIERVILLE,693.91,20,9,2,February
2712,-67.830000,47.160000,2023-02-21 00:00:00,,ST LEONARD CS,692.47,21,9,2,February
3386,-66.610000,45.920000,2023-02-21 00:00:00,2.50,FREDERICTON CDA CS,692.47,21,9,2,February
4056,-66.120000,44.270000,2023-02-21 00:00:00,,SAULNIERVILLE,692.47,21,9,2,February
2713,-67.830000,47.160000,2023-02-21 01:00:00,,ST LEONARD CS,701.12,21,9,2,February
3387,-66.610000,45.920000,2023-02-21 01:00:00,1.90,FREDERICTON CDA CS,701.12,21,9,2,February
4057,-66.120000,44.270000,2023-02-21 01:00:00,,SAULNIERVILLE,701.12,21,9,2,February
2714,-67.830000,47.160000,2023-02-21 02:00:00,,ST LEONARD CS,700.1700000000001,21,9,2,February
3388,-66.610000,45.920000,2023-02-21 02:00:00,0.60,FREDERICTON CDA CS,700.1700000000001,21,9,2,February
4058,-66.120000,44.270000,2023-02-21 02:00:00,,SAULNIERVILLE,700.1700000000001,21,9,2,February
2715,-67.830000,47.160000,2023-02-21 03:00:00,,ST LEONARD CS,699.69,21,9,2,February
3389,-66.610000,45.920000,2023-02-21 03:00:00,-0.60,FREDERICTON CDA CS,699.69,21,9,2,February
4059,-66.120000,44.270000,2023-02-21 03:00:00,,SAULNIERVILLE,699.69,21,9,2,February
2716,-67.830000,47.160000,2023-02-21 04:00:00,,ST LEONARD CS,692.95,21,9,2,February
3390,-66.610000,45.920000,2023-02-21 04:00:00,-2.30,FREDERICTON CDA CS,692.95,21,9,2,February
4060,-66.120000,44.270000,2023-02-21 04:00:00,,SAULNIERVILLE,692.95,21,9,2,February
2717,-67.830000,47.160000,2023-02-21 05:00:00,,ST LEONARD CS,247.82,21,9,2,February
3391,-66.610000,45.920000,2023-02-21 05:00:00,-4.20,FREDERICTON CDA CS,247.82,21,9,2,February
4061,-66.120000,44.270000,2023-02-21 05:00:00,,SAULNIERVILLE,247.82,21,9,2,February
2718,-67.830000,47.160000,2023-02-21 06:00:00,,ST LEONARD CS,1287.72,21,9,2,February
3392,-66.610000,45.920000,2023-02-21 06:00:00,-6.20,FREDERICTON CDA CS,1287.72,21,9,2,February
4062,-66.120000,44.270000,2023-02-21 06:00:00,,SAULNIERVILLE,1287.72,21,9,2,February
2719,-67.830000,47.160000,2023-02-21 07:00:00,,ST LEONARD CS,1257.8899999999999,21,9,2,February
3393,-66.610000,45.920000,2023-02-21 07:00:00,-8.10,FREDERICTON CDA CS,1257.8899999999999,21,9,2,February
4063,-66.120000,44.270000,2023-02-21 07:00:00,,SAULNIERVILLE,1257.8899999999999,21,9,2,February
2720,-67.830000,47.160000,2023-02-21 08:00:00,,ST LEONARD CS,1338.24,21,9,2,February
3394,-66.610000,45.920000,2023-02-21 08:00:00,-9.30,FREDERICTON CDA CS,1338.24,21,9,2,February
4064,-66.120000,44.270000,2023-02-21 08:00:00,,SAULNIERVILLE,1338.24,21,9,2,February
2721,-67.830000,47.160000,2023-02-21 09:00:00,,ST LEONARD CS,1667.88,21,9,2,February
3395,-66.610000,45.920000,2023-02-21 09:00:00,-9.50,FREDERICTON CDA CS,1667.88,21,9,2,February
4065,-66.120000,44.270000,2023-02-21 09:00:00,,SAULNIERVILLE,1667.88,21,9,2,February
2722,-67.830000,47.160000,2023-02-21 10:00:00,,ST LEONARD CS,1668.37,21,9,2,February
3396,-66.610000,45.920000,2023-02-21 10:00:00,-8.50,FREDERICTON CDA CS,1668.37,21,9,2,February
4066,-66.120000,44.270000,2023-02-21 10:00:00,,SAULNIERVILLE,1668.37,21,9,2,February
2723,-67.830000,47.160000,2023-02-21 11:00:00,,ST LEONARD CS,1705.9,21,9,2,February
3397,-66.610000,45.920000,2023-02-21 11:00:00,-7.50,FREDERICTON CDA CS,1705.9,21,9,2,February
4067,-66.120000,44.270000,2023-02-21 11:00:00,,SAULNIERVILLE,1705.9,21,9,2,February
2724,-67.830000,47.160000,2023-02-21 12:00:00,,ST LEONARD CS,1748.25,21,9,2,February
3398,-66.610000,45.920000,2023-02-21 12:00:00,-6.10,FREDERICTON CDA CS,1748.25,21,9,2,February
4068,-66.120000,44.270000,2023-02-21 12:00:00,,SAULNIERVILLE,1748.25,21,9,2,February
2725,-67.830000,47.160000,2023-02-21 13:00:00,,ST LEONARD CS,1741.03,21,9,2,February
3399,-66.610000,45.920000,2023-02-21 13:00:00,-4.80,FREDERICTON CDA CS,1741.03,21,9,2,February
4069,-66.120000,44.270000,2023-02-21 13:00:00,,SAULNIERVILLE,1741.03,21,9,2,February
2726,-67.830000,47.160000,2023-02-21 14:00:00,,ST LEONARD CS,1690.98,21,9,2,February
3400,-66.610000,45.920000,2023-02-21 14:00:00,-3.90,FREDERICTON CDA CS,1690.98,21,9,2,February
4070,-66.120000,44.270000,2023-02-21 14:00:00,,SAULNIERVILLE,1690.98,21,9,2,February
2727,-67.830000,47.160000,2023-02-21 15:00:00,,ST LEONARD CS,1651.52,21,9,2,February
3401,-66.610000,45.920000,2023-02-21 15:00:00,-2.70,FREDERICTON CDA CS,1651.52,21,9,2,February
4071,-66.120000,44.270000,2023-02-21 15:00:00,,SAULNIERVILLE,1651.52,21,9,2,February
2728,-67.830000,47.160000,2023-02-21 16:00:00,,ST LEONARD CS,1583.19,21,9,2,February
3402,-66.610000,45.920000,2023-02-21 16:00:00,-2.40,FREDERICTON CDA CS,1583.19,21,9,2,February
4072,-66.120000,44.270000,2023-02-21 16:00:00,,SAULNIERVILLE,1583.19,21,9,2,February
2729,-67.830000,47.160000,2023-02-21 17:00:00,,ST LEONARD CS,1495.13,21,9,2,February
3403,-66.610000,45.920000,2023-02-21 17:00:00,-1.80,FREDERICTON CDA CS,1495.13,21,9,2,February
4073,-66.120000,44.270000,2023-02-21 17:00:00,,SAULNIERVILLE,1495.13,21,9,2,February
2730,-67.830000,47.160000,2023-02-21 18:00:00,,ST LEONARD CS,1470.58,21,9,2,February
3404,-66.610000,45.920000,2023-02-21 18:00:00,-2.90,FREDERICTON CDA CS,1470.58,21,9,2,February
4074,-66.120000,44.270000,2023-02-21 18:00:00,,SAULNIERVILLE,1470.58,21,9,2,February
2731,-67.830000,47.160000,2023-02-21 19:00:00,,ST LEONARD CS,1398.4,21,9,2,February
3405,-66.610000,45.920000,2023-02-21 19:00:00,-5.50,FREDERICTON CDA CS,1398.4,21,9,2,February
4075,-66.120000,44.270000,2023-02-21 19:00:00,,SAULNIERVILLE,1398.4,21,9,2,February
2732,-67.830000,47.160000,2023-02-21 20:00:00,,ST LEONARD CS,1382.52,21,9,2,February
3406,-66.610000,45.920000,2023-02-21 20:00:00,-6.50,FREDERICTON CDA CS,1382.52,21,9,2,February
4076,-66.120000,44.270000,2023-02-21 20:00:00,,SAULNIERVILLE,1382.52,21,9,2,February
2733,-67.830000,47.160000,2023-02-21 21:00:00,,ST LEONARD CS,1167.41,21,9,2,February
3407,-66.610000,45.920000,2023-02-21 21:00:00,-8.50,FREDERICTON CDA CS,1167.41,21,9,2,February
4077,-66.120000,44.270000,2023-02-21 21:00:00,,SAULNIERVILLE,1167.41,21,9,2,February
2734,-67.830000,47.160000,2023-02-21 22:00:00,,ST LEONARD CS,1099.56,21,9,2,February
3408,-66.610000,45.920000,2023-02-21 22:00:00,-8.70,FREDERICTON CDA CS,1099.56,21,9,2,February
4078,-66.120000,44.270000,2023-02-21 22:00:00,,SAULNIERVILLE,1099.56,21,9,2,February
2735,-67.830000,47.160000,2023-02-21 23:00:00,,ST LEONARD CS,1071.18,21,9,2,February
3409,-66.610000,45.920000,2023-02-21 23:00:00,-8.50,FREDERICTON CDA CS,1071.18,21,9,2,February
4079,-66.120000,44.270000,2023-02-21 23:00:00,,SAULNIERVILLE,1071.18,21,9,2,February
2736,-67.830000,47.160000,2023-02-22 00:00:00,,ST LEONARD CS,1032.21,22,9,2,February
3410,-66.610000,45.920000,2023-02-22 00:00:00,-8.90,FREDERICTON CDA CS,1032.21,22,9,2,February
4080,-66.120000,44.270000,2023-02-22 00:00:00,,SAULNIERVILLE,1032.21,22,9,2,February
2737,-67.830000,47.160000,2023-02-22 01:00:00,,ST LEONARD CS,965.79,22,9,2,February
3411,-66.610000,45.920000,2023-02-22 01:00:00,-8.70,FREDERICTON CDA CS,965.79,22,9,2,February
4081,-66.120000,44.270000,2023-02-22 01:00:00,,SAULNIERVILLE,965.79,22,9,2,February
2738,-67.830000,47.160000,2023-02-22 02:00:00,,ST LEONARD CS,969.65,22,9,2,February
3412,-66.610000,45.920000,2023-02-22 02:00:00,-9.20,FREDERICTON CDA CS,969.65,22,9,2,February
4082,-66.120000,44.270000,2023-02-22 02:00:00,,SAULNIERVILLE,969.65,22,9,2,February
2739,-67.830000,47.160000,2023-02-22 03:00:00,,ST LEONARD CS,957.13,22,9,2,February
3413,-66.610000,45.920000,2023-02-22 03:00:00,-8.20,FREDERICTON CDA CS,957.13,22,9,2,February
4083,-66.120000,44.270000,2023-02-22 03:00:00,,SAULNIERVILLE,957.13,22,9,2,February
2740,-67.830000,47.160000,2023-02-22 04:00:00,,ST LEONARD CS,977.35,22,9,2,February
3414,-66.610000,45.920000,2023-02-22 04:00:00,-8.10,FREDERICTON CDA CS,977.35,22,9,2,February
4084,-66.120000,44.270000,2023-02-22 04:00:00,,SAULNIERVILLE,977.35,22,9,2,February
2741,-67.830000,47.160000,2023-02-22 05:00:00,,ST LEONARD CS,1038.94,22,9,2,February
3415,-66.610000,45.920000,2023-02-22 05:00:00,-8.80,FREDERICTON CDA CS,1038.94,22,9,2,February
4085,-66.120000,44.270000,2023-02-22 05:00:00,,SAULNIERVILLE,1038.94,22,9,2,February
2742,-67.830000,47.160000,2023-02-22 06:00:00,,ST LEONARD CS,1524.48,22,9,2,February
3416,-66.610000,45.920000,2023-02-22 06:00:00,-9.60,FREDERICTON CDA CS,1524.48,22,9,2,February
4086,-66.120000,44.270000,2023-02-22 06:00:00,,SAULNIERVILLE,1524.48,22,9,2,February
2743,-67.830000,47.160000,2023-02-22 07:00:00,,ST LEONARD CS,1408.98,22,9,2,February
3417,-66.610000,45.920000,2023-02-22 07:00:00,-11.70,FREDERICTON CDA CS,1408.98,22,9,2,February
4087,-66.120000,44.270000,2023-02-22 07:00:00,,SAULNIERVILLE,1408.98,22,9,2,February
2744,-67.830000,47.160000,2023-02-22 08:00:00,,ST LEONARD CS,1409.96,22,9,2,February
3418,-66.610000,45.920000,2023-02-22 08:00:00,-11.10,FREDERICTON CDA CS,1409.96,22,9,2,February
4088,-66.120000,44.270000,2023-02-22 08:00:00,,SAULNIERVILLE,1409.96,22,9,2,February
2745,-67.830000,47.160000,2023-02-22 09:00:00,,ST LEONARD CS,1644.79,22,9,2,February
3419,-66.610000,45.920000,2023-02-22 09:00:00,-9.20,FREDERICTON CDA CS,1644.79,22,9,2,February
4089,-66.120000,44.270000,2023-02-22 09:00:00,,SAULNIERVILLE,1644.79,22,9,2,February
2746,-67.830000,47.160000,2023-02-22 10:00:00,,ST LEONARD CS,1682.8,22,9,2,February
3420,-66.610000,45.920000,2023-02-22 10:00:00,-6.30,FREDERICTON CDA CS,1682.8,22,9,2,February
4090,-66.120000,44.270000,2023-02-22 10:00:00,,SAULNIERVILLE,1682.8,22,9,2,February
2747,-67.830000,47.160000,2023-02-22 11:00:00,,ST LEONARD CS,1673.17,22,9,2,February
3421,-66.610000,45.920000,2023-02-22 11:00:00,-2.10,FREDERICTON CDA CS,1673.17,22,9,2,February
4091,-66.120000,44.270000,2023-02-22 11:00:00,,SAULNIERVILLE,1673.17,22,9,2,February
2748,-67.830000,47.160000,2023-02-22 12:00:00,,ST LEONARD CS,1684.72,22,9,2,February
3422,-66.610000,45.920000,2023-02-22 12:00:00,-1.40,FREDERICTON CDA CS,1684.72,22,9,2,February
4092,-66.120000,44.270000,2023-02-22 12:00:00,,SAULNIERVILLE,1684.72,22,9,2,February
2749,-67.830000,47.160000,2023-02-22 13:00:00,,ST LEONARD CS,1680.8700000000001,22,9,2,February
3423,-66.610000,45.920000,2023-02-22 13:00:00,-1.20,FREDERICTON CDA CS,1680.8700000000001,22,9,2,February
4093,-66.120000,44.270000,2023-02-22 13:00:00,,SAULNIERVILLE,1680.8700000000001,22,9,2,February
2750,-67.830000,47.160000,2023-02-22 14:00:00,,ST LEONARD CS,1690.02,22,9,2,February
3424,-66.610000,45.920000,2023-02-22 14:00:00,-0.70,FREDERICTON CDA CS,1690.02,22,9,2,February
4094,-66.120000,44.270000,2023-02-22 14:00:00,,SAULNIERVILLE,1690.02,22,9,2,February
2751,-67.830000,47.160000,2023-02-22 15:00:00,,ST LEONARD CS,1629.3899999999999,22,9,2,February
3425,-66.610000,45.920000,2023-02-22 15:00:00,-1.20,FREDERICTON CDA CS,1629.3899999999999,22,9,2,February
4095,-66.120000,44.270000,2023-02-22 15:00:00,,SAULNIERVILLE,1629.3899999999999,22,9,2,February
2752,-67.830000,47.160000,2023-02-22 16:00:00,,ST LEONARD CS,1597.63,22,9,2,February
3426,-66.610000,45.920000,2023-02-22 16:00:00,-1.00,FREDERICTON CDA CS,1597.63,22,9,2,February
4096,-66.120000,44.270000,2023-02-22 16:00:00,,SAULNIERVILLE,1597.63,22,9,2,February
2753,-67.830000,47.160000,2023-02-22 17:00:00,,ST LEONARD CS,1499.47,22,9,2,February
3427,-66.610000,45.920000,2023-02-22 17:00:00,-1.20,FREDERICTON CDA CS,1499.47,22,9,2,February
4097,-66.120000,44.270000,2023-02-22 17:00:00,,SAULNIERVILLE,1499.47,22,9,2,February
2754,-67.830000,47.160000,2023-02-22 18:00:00,,ST LEONARD CS,1508.12,22,9,2,February
3428,-66.610000,45.920000,2023-02-22 18:00:00,-2.20,FREDERICTON CDA CS,1508.12,22,9,2,February
4098,-66.120000,44.270000,2023-02-22 18:00:00,,SAULNIERVILLE,1508.12,22,9,2,February
2755,-67.830000,47.160000,2023-02-22 19:00:00,,ST LEONARD CS,1456.14,22,9,2,February
3429,-66.610000,45.920000,2023-02-22 19:00:00,-3.20,FREDERICTON CDA CS,1456.14,22,9,2,February
4099,-66.120000,44.270000,2023-02-22 19:00:00,,SAULNIERVILLE,1456.14,22,9,2,February
2756,-67.830000,47.160000,2023-02-22 20:00:00,,ST LEONARD CS,1413.3200000000002,22,9,2,February
3430,-66.610000,45.920000,2023-02-22 20:00:00,-5.30,FREDERICTON CDA CS,1413.3200000000002,22,9,2,February
4100,-66.120000,44.270000,2023-02-22 20:00:00,,SAULNIERVILLE,1413.3200000000002,22,9,2,February
2757,-67.830000,47.160000,2023-02-22 21:00:00,,ST LEONARD CS,1205.9099999999999,22,9,2,February
3431,-66.610000,45.920000,2023-02-22 21:00:00,-6.80,FREDERICTON CDA CS,1205.9099999999999,22,9,2,February
4101,-66.120000,44.270000,2023-02-22 21:00:00,,SAULNIERVILLE,1205.9099999999999,22,9,2,February
2758,-67.830000,47.160000,2023-02-22 22:00:00,,ST LEONARD CS,1118.3400000000001,22,9,2,February
3432,-66.610000,45.920000,2023-02-22 22:00:00,-8.20,FREDERICTON CDA CS,1118.3400000000001,22,9,2,February
4102,-66.120000,44.270000,2023-02-22 22:00:00,,SAULNIERVILLE,1118.3400000000001,22,9,2,February
2759,-67.830000,47.160000,2023-02-22 23:00:00,,ST LEONARD CS,1080.8,22,9,2,February
3433,-66.610000,45.920000,2023-02-22 23:00:00,-9.20,FREDERICTON CDA CS,1080.8,22,9,2,February
4103,-66.120000,44.270000,2023-02-22 23:00:00,,SAULNIERVILLE,1080.8,22,9,2,February
2760,-67.830000,47.160000,2023-02-23 00:00:00,,ST LEONARD CS,1037.02,23,9,2,February
3434,-66.610000,45.920000,2023-02-23 00:00:00,-10.20,FREDERICTON CDA CS,1037.02,23,9,2,February
4104,-66.120000,44.270000,2023-02-23 00:00:00,,SAULNIERVILLE,1037.02,23,9,2,February
2761,-67.830000,47.160000,2023-02-23 01:00:00,,ST LEONARD CS,972.52,23,9,2,February
3435,-66.610000,45.920000,2023-02-23 01:00:00,-11.10,FREDERICTON CDA CS,972.52,23,9,2,February
4105,-66.120000,44.270000,2023-02-23 01:00:00,,SAULNIERVILLE,972.52,23,9,2,February
2762,-67.830000,47.160000,2023-02-23 02:00:00,,ST LEONARD CS,956.64,23,9,2,February
3436,-66.610000,45.920000,2023-02-23 02:00:00,-11.80,FREDERICTON CDA CS,956.64,23,9,2,February
