,longitude,latitude,Date,Temperature,station_name,EnergyConsumption,DayNumber,WeekNumber,MonthNumber,MonthName
0,-67.830000,47.160000,2023-01-01 00:00:00,,ST LEONARD CS,440.29999999999995,1,1,1,January
744,-66.610000,45.920000,2023-01-01 00:00:00,1.30,FREDERICTON CDA CS,440.29999999999995,1,1,1,January
1494,-66.120000,44.270000,2023-01-01 00:00:00,,SAULNIERVILLE,440.29999999999995,1,1,1,January
1,-67.830000,47.160000,2023-01-01 01:00:00,,ST LEONARD CS,590.45,1,1,1,January
745,-66.610000,45.920000,2023-01-01 01:00:00,1.80,FREDERICTON CDA CS,590.45,1,1,1,January
1495,-66.120000,44.270000,2023-01-01 01:00:00,,SAULNIERVILLE,590.45,1,1,1,January
2,-67.830000,47.160000,2023-01-01 02:00:00,,ST LEONARD CS,588.03,1,1,1,January
746,-66.610000,45.920000,2023-01-01 02:00:00,1.30,FREDERICTON CDA CS,588.03,1,1,1,January
1496,-66.120000,44.270000,2023-01-01 02:00:00,,SAULNIERVILLE,588.03,1,1,1,January
3,-67.830000,47.160000,2023-01-01 03:00:00,,ST LEONARD CS,583.23,1,1,1,January
747,-66.610000,45.920000,2023-01-01 03:00:00,1.60,FREDERICTON CDA CS,583.23,1,1,1,January
1497,-66.120000,44.270000,2023-01-01 03:00:00,,SAULNIERVILLE,583.23,1,1,1,January
4,-67.830000,47.160000,2023-01-01 04:00:00,,ST LEONARD CS,589.0,1,1,1,January
748,-66.610000,45.920000,2023-01-01 04:00:00,1.80,FREDERICTON CDA CS,589.0,1,1,1,January
1498,-66.120000,44.270000,2023-01-01 04:00:00,,SAULNIERVILLE,589.0,1,1,1,January
5,-67.830000,47.160000,2023-01-01 05:00:00,,ST LEONARD CS,589.48,1,1,1,January
749,-66.610000,45.920000,2023-01-01 05:00:00,1.60,FREDERICTON CDA CS,589.48,1,1,1,January
1499,-66.120000,44.270000,2023-01-01 05:00:00,,SAULNIERVILLE,589.48,1,1,1,January
6,-67.830000,47.160000,2023-01-01 06:00:00,,ST LEONARD CS,585.15,1,1,1,January
750,-66.610000,45.920000,2023-01-01 06:00:00,2.00,FREDERICTON CDA CS,585.15,1,1,1,January
1500,-66.120000,44.270000,2023-01-01 06:00:00,,SAULNIERVILLE,585.15,1,1,1,January
7,-67.830000,47.160000,2023-01-01 07:00:00,,ST LEONARD CS,588.52,1,1,1,January
751,-66.610000,45.920000,2023-01-01 07:00:00,2.30,FREDERICTON CDA CS,588.52,1,1,1,January
1501,-66.120000,44.270000,2023-01-01 07:00:00,,SAULNIERVILLE,588.52,1,1,1,January
8,-67.830000,47.160000,2023-01-01 08:00:00,,ST LEONARD CS,591.89,1,1,1,January
752,-66.610000,45.920000,2023-01-01 08:00:00,2.70,FREDERICTON CDA CS,591.89,1,1,1,January
1502,-66.120000,44.270000,2023-01-01 08:00:00,,SAULNIERVILLE,591.89,1,1,1,January
9,-67.830000,47.160000,2023-01-01 09:00:00,,ST LEONARD CS,590.93,1,1,1,January
753,-66.610000,45.920000,2023-01-01 09:00:00,2.90,FREDERICTON CDA CS,590.93,1,1,1,January
1503,-66.120000,44.270000,2023-01-01 09:00:00,,SAULNIERVILLE,590.93,1,1,1,January
10,-67.830000,47.160000,2023-01-01 10:00:00,,ST LEONARD CS,658.3,1,1,1,January
754,-66.610000,45.920000,2023-01-01 10:00:00,3.60,FREDERICTON CDA CS,658.3,1,1,1,January
1504,-66.120000,44.270000,2023-01-01 10:00:00,,SAULNIERVILLE,658.3,1,1,1,January
11,-67.830000,47.160000,2023-01-01 11:00:00,,ST LEONARD CS,835.37,1,1,1,January
755,-66.610000,45.920000,2023-01-01 11:00:00,3.80,FREDERICTON CDA CS,835.37,1,1,1,January
1505,-66.120000,44.270000,2023-01-01 11:00:00,,SAULNIERVILLE,835.37,1,1,1,January
12,-67.830000,47.160000,2023-01-01 12:00:00,,ST LEONARD CS,841.63,1,1,1,January
756,-66.610000,45.920000,2023-01-01 12:00:00,3.70,FREDERICTON CDA CS,841.63,1,1,1,January
1506,-66.120000,44.270000,2023-01-01 12:00:00,,SAULNIERVILLE,841.63,1,1,1,January
13,-67.830000,47.160000,2023-01-01 13:00:00,,ST LEONARD CS,834.9,1,1,1,January
757,-66.610000,45.920000,2023-01-01 13:00:00,3.50,FREDERICTON CDA CS,834.9,1,1,1,January
1507,-66.120000,44.270000,2023-01-01 13:00:00,,SAULNIERVILLE,834.9,1,1,1,January
14,-67.830000,47.160000,2023-01-01 14:00:00,,ST LEONARD CS,838.27,1,1,1,January
758,-66.610000,45.920000,2023-01-01 14:00:00,2.70,FREDERICTON CDA CS,838.27,1,1,1,January
1508,-66.120000,44.270000,2023-01-01 14:00:00,,SAULNIERVILLE,838.27,1,1,1,January
15,-67.830000,47.160000,2023-01-01 15:00:00,,ST LEONARD CS,841.63,1,1,1,January
759,-66.610000,45.920000,2023-01-01 15:00:00,1.60,FREDERICTON CDA CS,841.63,1,1,1,January
1509,-66.120000,44.270000,2023-01-01 15:00:00,,SAULNIERVILLE,841.63,1,1,1,January
16,-67.830000,47.160000,2023-01-01 16:00:00,,ST LEONARD CS,842.11,1,1,1,January
760,-66.610000,45.920000,2023-01-01 16:00:00,1.70,FREDERICTON CDA CS,842.11,1,1,1,January
1510,-66.120000,44.270000,2023-01-01 16:00:00,,SAULNIERVILLE,842.11,1,1,1,January
17,-67.830000,47.160000,2023-01-01 17:00:00,,ST LEONARD CS,840.19,1,1,1,January
761,-66.610000,45.920000,2023-01-01 17:00:00,1.80,FREDERICTON CDA CS,840.19,1,1,1,January
1511,-66.120000,44.270000,2023-01-01 17:00:00,,SAULNIERVILLE,840.19,1,1,1,January
18,-67.830000,47.160000,2023-01-01 18:00:00,,ST LEONARD CS,832.02,1,1,1,January
762,-66.610000,45.920000,2023-01-01 18:00:00,2.50,FREDERICTON CDA CS,832.02,1,1,1,January
1512,-66.120000,44.270000,2023-01-01 18:00:00,,SAULNIERVILLE,832.02,1,1,1,January
19,-67.830000,47.160000,2023-01-01 19:00:00,,ST LEONARD CS,839.71,1,1,1,January
763,-66.610000,45.920000,2023-01-01 19:00:00,1.80,FREDERICTON CDA CS,839.71,1,1,1,January
1513,-66.120000,44.270000,2023-01-01 19:00:00,,SAULNIERVILLE,839.71,1,1,1,January
20,-67.830000,47.160000,2023-01-01 20:00:00,,ST LEONARD CS,844.04,1,1,1,January
764,-66.610000,45.920000,2023-01-01 20:00:00,1.70,FREDERICTON CDA CS,844.04,1,1,1,January
1514,-66.120000,44.270000,2023-01-01 20:00:00,,SAULNIERVILLE,844.04,1,1,1,January
21,-67.830000,47.160000,2023-01-01 21:00:00,,ST LEONARD CS,836.34,1,1,1,January
765,-66.610000,45.920000,2023-01-01 21:00:00,1.60,FREDERICTON CDA CS,836.34,1,1,1,January
1515,-66.120000,44.270000,2023-01-01 21:00:00,,SAULNIERVILLE,836.34,1,1,1,January
22,-67.830000,47.160000,2023-01-01 22:00:00,,ST LEONARD CS,844.52,1,1,1,January
766,-66.610000,45.920000,2023-01-01 22:00:00,1.10,FREDERICTON CDA CS,844.52,1,1,1,January
1516,-66.120000,44.270000,2023-01-01 22:00:00,,SAULNIERVILLE,844.52,1,1,1,January
23,-67.830000,47.160000,2023-01-01 23:00:00,,ST LEONARD CS,845.0,1,1,1,January
767,-66.610000,45.920000,2023-01-01 23:00:00,1.20,FREDERICTON CDA CS,845.0,1,1,1,January
1517,-66.120000,44.270000,2023-01-01 23:00:00,,SAULNIERVILLE,845.0,1,1,1,January
24,-67.830000,47.160000,2023-01-02 00:00:00,,ST LEONARD CS,726.1400000000001,2,2,1,January
768,-66.610000,45.920000,2023-01-02 00:00:00,1.20,FREDERICTON CDA CS,726.1400000000001,2,2,1,January
1518,-66.120000,44.270000,2023-01-02 00:00:00,,SAULNIERVILLE,726.1400000000001,2,2,1,January
25,-67.830000,47.160000,2023-01-02 01:00:00,,ST LEONARD CS,595.74,2,2,1,January
769,-66.610000,45.920000,2023-01-02 01:00:00,1.00,FREDERICTON CDA CS,595.74,2,2,1,January
1519,-66.120000,44.270000,2023-01-02 01:00:00,,SAULNIERVILLE,595.74,2,2,1,January
26,-67.830000,47.160000,2023-01-02 02:00:00,,ST LEONARD CS,599.1,2,2,1,January
770,-66.610000,45.920000,2023-01-02 02:00:00,0.90,FREDERICTON CDA CS,599.1,2,2,1,January
1520,-66.120000,44.270000,2023-01-02 02:00:00,,SAULNIERVILLE,599.1,2,2,1,January
27,-67.830000,47.160000,2023-01-02 03:00:00,,ST LEONARD CS,595.25,2,2,1,January
771,-66.610000,45.920000,2023-01-02 03:00:00,0.90,FREDERICTON CDA CS,595.25,2,2,1,January
1521,-66.120000,44.270000,2023-01-02 03:00:00,,SAULNIERVILLE,595.25,2,2,1,January
28,-67.830000,47.160000,2023-01-02 04:00:00,,ST LEONARD CS,594.78,2,2,1,January
772,-66.610000,45.920000,2023-01-02 04:00:00,1.00,FREDERICTON CDA CS,594.78,2,2,1,January
1522,-66.120000,44.270000,2023-01-02 04:00:00,,SAULNIERVILLE,594.78,2,2,1,January
29,-67.830000,47.160000,2023-01-02 05:00:00,,ST LEONARD CS,595.27,2,2,1,January
773,-66.610000,45.920000,2023-01-02 05:00:00,1.00,FREDERICTON CDA CS,595.27,2,2,1,January
1523,-66.120000,44.270000,2023-01-02 05:00:00,,SAULNIERVILLE,595.27,2,2,1,January
30,-67.830000,47.160000,2023-01-02 06:00:00,,ST LEONARD CS,593.3299999999999,2,2,1,January
774,-66.610000,45.920000,2023-01-02 06:00:00,-0.10,FREDERICTON CDA CS,593.3299999999999,2,2,1,January
1524,-66.120000,44.270000,2023-01-02 06:00:00,,SAULNIERVILLE,593.3299999999999,2,2,1,January
31,-67.830000,47.160000,2023-01-02 07:00:00,,ST LEONARD CS,588.0500000000001,2,2,1,January
775,-66.610000,45.920000,2023-01-02 07:00:00,-0.90,FREDERICTON CDA CS,588.0500000000001,2,2,1,January
1525,-66.120000,44.270000,2023-01-02 07:00:00,,SAULNIERVILLE,588.0500000000001,2,2,1,January
32,-67.830000,47.160000,2023-01-02 08:00:00,,ST LEONARD CS,592.86,2,2,1,January
776,-66.610000,45.920000,2023-01-02 08:00:00,-1.50,FREDERICTON CDA CS,592.86,2,2,1,January
1526,-66.120000,44.270000,2023-01-02 08:00:00,,SAULNIERVILLE,592.86,2,2,1,January
33,-67.830000,47.160000,2023-01-02 09:00:00,,ST LEONARD CS,595.75,2,2,1,January
777,-66.610000,45.920000,2023-01-02 09:00:00,-1.70,FREDERICTON CDA CS,595.75,2,2,1,January
1527,-66.120000,44.270000,2023-01-02 09:00:00,,SAULNIERVILLE,595.75,2,2,1,January
34,-67.830000,47.160000,2023-01-02 10:00:00,,ST LEONARD CS,590.45,2,2,1,January
778,-66.610000,45.920000,2023-01-02 10:00:00,-1.30,FREDERICTON CDA CS,590.45,2,2,1,January
1528,-66.120000,44.270000,2023-01-02 10:00:00,,SAULNIERVILLE,590.45,2,2,1,January
35,-67.830000,47.160000,2023-01-02 11:00:00,,ST LEONARD CS,591.4200000000001,2,2,1,January
779,-66.610000,45.920000,2023-01-02 11:00:00,-0.80,FREDERICTON CDA CS,591.4200000000001,2,2,1,January
1529,-66.120000,44.270000,2023-01-02 11:00:00,,SAULNIERVILLE,591.4200000000001,2,2,1,January
36,-67.830000,47.160000,2023-01-02 12:00:00,,ST LEONARD CS,597.19,2,2,1,January
780,-66.610000,45.920000,2023-01-02 12:00:00,-0.40,FREDERICTON CDA CS,597.19,2,2,1,January
1530,-66.120000,44.270000,2023-01-02 12:00:00,,SAULNIERVILLE,597.19,2,2,1,January
37,-67.830000,47.160000,2023-01-02 13:00:00,,ST LEONARD CS,591.89,2,2,1,January
781,-66.610000,45.920000,2023-01-02 13:00:00,-0.20,FREDERICTON CDA CS,591.89,2,2,1,January
1531,-66.120000,44.270000,2023-01-02 13:00:00,,SAULNIERVILLE,591.89,2,2,1,January
38,-67.830000,47.160000,2023-01-02 14:00:00,,ST LEONARD CS,592.86,2,2,1,January
782,-66.610000,45.920000,2023-01-02 14:00:00,0.00,FREDERICTON CDA CS,592.86,2,2,1,January
1532,-66.120000,44.270000,2023-01-02 14:00:00,,SAULNIERVILLE,592.86,2,2,1,January
39,-67.830000,47.160000,2023-01-02 15:00:00,,ST LEONARD CS,590.9300000000001,2,2,1,January
783,-66.610000,45.920000,2023-01-02 15:00:00,0.10,FREDERICTON CDA CS,590.9300000000001,2,2,1,January
1533,-66.120000,44.270000,2023-01-02 15:00:00,,SAULNIERVILLE,590.9300000000001,2,2,1,January
40,-67.830000,47.160000,2023-01-02 16:00:00,,ST LEONARD CS,597.1800000000001,2,2,1,January
784,-66.610000,45.920000,2023-01-02 16:00:00,0.00,FREDERICTON CDA CS,597.1800000000001,2,2,1,January
1534,-66.120000,44.270000,2023-01-02 16:00:00,,SAULNIERVILLE,597.1800000000001,2,2,1,January
41,-67.830000,47.160000,2023-01-02 17:00:00,,ST LEONARD CS,600.0699999999999,2,2,1,January
785,-66.610000,45.920000,2023-01-02 17:00:00,-0.10,FREDERICTON CDA CS,600.0699999999999,2,2,1,January
1535,-66.120000,44.270000,2023-01-02 17:00:00,,SAULNIERVILLE,600.0699999999999,2,2,1,January
42,-67.830000,47.160000,2023-01-02 18:00:00,,ST LEONARD CS,591.9,2,2,1,January
786,-66.610000,45.920000,2023-01-02 18:00:00,-0.50,FREDERICTON CDA CS,591.9,2,2,1,January
1536,-66.120000,44.270000,2023-01-02 18:00:00,,SAULNIERVILLE,591.9,2,2,1,January
43,-67.830000,47.160000,2023-01-02 19:00:00,,ST LEONARD CS,600.55,2,2,1,January
787,-66.610000,45.920000,2023-01-02 19:00:00,-1.30,FREDERICTON CDA CS,600.55,2,2,1,January
1537,-66.120000,44.270000,2023-01-02 19:00:00,,SAULNIERVILLE,600.55,2,2,1,January
44,-67.830000,47.160000,2023-01-02 20:00:00,,ST LEONARD CS,600.0699999999999,2,2,1,January
788,-66.610000,45.920000,2023-01-02 20:00:00,-0.90,FREDERICTON CDA CS,600.0699999999999,2,2,1,January
1538,-66.120000,44.270000,2023-01-02 20:00:00,,SAULNIERVILLE,600.0699999999999,2,2,1,January
45,-67.830000,47.160000,2023-01-02 21:00:00,,ST LEONARD CS,591.4200000000001,2,2,1,January
789,-66.610000,45.920000,2023-01-02 21:00:00,-0.90,FREDERICTON CDA CS,591.4200000000001,2,2,1,January
1539,-66.120000,44.270000,2023-01-02 21:00:00,,SAULNIERVILLE,591.4200000000001,2,2,1,January
46,-67.830000,47.160000,2023-01-02 22:00:00,,ST LEONARD CS,599.1099999999999,2,2,1,January
790,-66.610000,45.920000,2023-01-02 22:00:00,-1.00,FREDERICTON CDA CS,599.1099999999999,2,2,1,January
1540,-66.120000,44.270000,2023-01-02 22:00:00,,SAULNIERVILLE,599.1099999999999,2,2,1,January
47,-67.830000,47.160000,2023-01-02 23:00:00,,ST LEONARD CS,600.0799999999999,2,2,1,January
791,-66.610000,45.920000,2023-01-02 23:00:00,-0.60,FREDERICTON CDA CS,600.0799999999999,2,2,1,January
1541,-66.120000,44.270000,2023-01-02 23:00:00,,SAULNIERVILLE,600.0799999999999,2,2,1,January
48,-67.830000,47.160000,2023-01-03 00:00:00,,ST LEONARD CS,603.92,3,2,1,January
792,-66.610000,45.920000,2023-01-03 00:00:00,-0.90,FREDERICTON CDA CS,603.92,3,2,1,January
1542,-66.120000,44.270000,2023-01-03 00:00:00,,SAULNIERVILLE,603.92,3,2,1,January
49,-67.830000,47.160000,2023-01-03 01:00:00,,ST LEONARD CS,599.1,3,2,1,January
793,-66.610000,45.920000,2023-01-03 01:00:00,-0.90,FREDERICTON CDA CS,599.1,3,2,1,January
1543,-66.120000,44.270000,2023-01-03 01:00:00,,SAULNIERVILLE,599.1,3,2,1,January
50,-67.830000,47.160000,2023-01-03 02:00:00,,ST LEONARD CS,600.55,3,2,1,January
794,-66.610000,45.920000,2023-01-03 02:00:00,-0.80,FREDERICTON CDA CS,600.55,3,2,1,January
1544,-66.120000,44.270000,2023-01-03 02:00:00,,SAULNIERVILLE,600.55,3,2,1,January
51,-67.830000,47.160000,2023-01-03 03:00:00,,ST LEONARD CS,601.99,3,2,1,January
795,-66.610000,45.920000,2023-01-03 03:00:00,-0.70,FREDERICTON CDA CS,601.99,3,2,1,January
1545,-66.120000,44.270000,2023-01-03 03:00:00,,SAULNIERVILLE,601.99,3,2,1,January
52,-67.830000,47.160000,2023-01-03 04:00:00,,ST LEONARD CS,600.0699999999999,3,2,1,January
796,-66.610000,45.920000,2023-01-03 04:00:00,-0.50,FREDERICTON CDA CS,600.0699999999999,3,2,1,January
1546,-66.120000,44.270000,2023-01-03 04:00:00,,SAULNIERVILLE,600.0699999999999,3,2,1,January
53,-67.830000,47.160000,2023-01-03 05:00:00,,ST LEONARD CS,380.15999999999997,3,2,1,January
797,-66.610000,45.920000,2023-01-03 05:00:00,-0.50,FREDERICTON CDA CS,380.15999999999997,3,2,1,January
1547,-66.120000,44.270000,2023-01-03 05:00:00,,SAULNIERVILLE,380.15999999999997,3,2,1,January
54,-67.830000,47.160000,2023-01-03 06:00:00,,ST LEONARD CS,835.3800000000001,3,2,1,January
798,-66.610000,45.920000,2023-01-03 06:00:00,-0.90,FREDERICTON CDA CS,835.3800000000001,3,2,1,January
1548,-66.120000,44.270000,2023-01-03 06:00:00,,SAULNIERVILLE,835.3800000000001,3,2,1,January
55,-67.830000,47.160000,2023-01-03 07:00:00,,ST LEONARD CS,1154.91,3,2,1,January
799,-66.610000,45.920000,2023-01-03 07:00:00,-0.90,FREDERICTON CDA CS,1154.91,3,2,1,January
1549,-66.120000,44.270000,2023-01-03 07:00:00,,SAULNIERVILLE,1154.91,3,2,1,January
56,-67.830000,47.160000,2023-01-03 08:00:00,,ST LEONARD CS,1225.64,3,2,1,January
800,-66.610000,45.920000,2023-01-03 08:00:00,-0.80,FREDERICTON CDA CS,1225.64,3,2,1,January
1550,-66.120000,44.270000,2023-01-03 08:00:00,,SAULNIERVILLE,1225.64,3,2,1,January
57,-67.830000,47.160000,2023-01-03 09:00:00,,ST LEONARD CS,1474.44,3,2,1,January
801,-66.610000,45.920000,2023-01-03 09:00:00,-1.00,FREDERICTON CDA CS,1474.44,3,2,1,January
859,-66.120000,44.270000,2023-01-03 09:00:00,,SAULNIERVILLE,1474.44,3,2,1,January
58,-67.830000,47.160000,2023-01-03 10:00:00,,ST LEONARD CS,1488.8700000000001,3,2,1,January
802,-66.610000,45.920000,2023-01-03 10:00:00,-0.10,FREDERICTON CDA CS,1488.8700000000001,3,2,1,January
955,-66.120000,44.270000,2023-01-03 10:00:00,,SAULNIERVILLE,1488.8700000000001,3,2,1,January
59,-67.830000,47.160000,2023-01-03 11:00:00,,ST LEONARD CS,1472.99,3,2,1,January
803,-66.610000,45.920000,2023-01-03 11:00:00,0.40,FREDERICTON CDA CS,1472.99,3,2,1,January
1003,-66.120000,44.270000,2023-01-03 11:00:00,,SAULNIERVILLE,1472.99,3,2,1,January
60,-67.830000,47.160000,2023-01-03 12:00:00,,ST LEONARD CS,1455.66,3,2,1,January
804,-66.610000,45.920000,2023-01-03 12:00:00,1.10,FREDERICTON CDA CS,1455.66,3,2,1,January
1244,-66.120000,44.270000,2023-01-03 12:00:00,,SAULNIERVILLE,1455.66,3,2,1,January
61,-67.830000,47.160000,2023-01-03 13:00:00,,ST LEONARD CS,1466.26,3,2,1,January
805,-66.610000,45.920000,2023-01-03 13:00:00,1.80,FREDERICTON CDA CS,1466.26,3,2,1,January
1292,-66.120000,44.270000,2023-01-03 13:00:00,,SAULNIERVILLE,1466.26,3,2,1,January
62,-67.830000,47.160000,2023-01-03 14:00:00,,ST LEONARD CS,1460.97,3,2,1,January
806,-66.610000,45.920000,2023-01-03 14:00:00,2.60,FREDERICTON CDA CS,1460.97,3,2,1,January
1388,-66.120000,44.270000,2023-01-03 14:00:00,,SAULNIERVILLE,1460.97,3,2,1,January
63,-67.830000,47.160000,2023-01-03 15:00:00,,ST LEONARD CS,1444.12,3,2,1,January
807,-66.610000,45.920000,2023-01-03 15:00:00,2.80,FREDERICTON CDA CS,1444.12,3,2,1,January
1551,-66.120000,44.270000,2023-01-03 15:00:00,,SAULNIERVILLE,1444.12,3,2,1,January
64,-67.830000,47.160000,2023-01-03 16:00:00,,ST LEONARD CS,1379.15,3,2,1,January
808,-66.610000,45.920000,2023-01-03 16:00:00,2.50,FREDERICTON CDA CS,1379.15,3,2,1,January
1552,-66.120000,44.270000,2023-01-03 16:00:00,,SAULNIERVILLE,1379.15,3,2,1,January
65,-67.830000,47.160000,2023-01-03 17:00:00,,ST LEONARD CS,1360.87,3,2,1,January
809,-66.610000,45.920000,2023-01-03 17:00:00,1.80,FREDERICTON CDA CS,1360.87,3,2,1,January
1553,-66.120000,44.270000,2023-01-03 17:00:00,,SAULNIERVILLE,1360.87,3,2,1,January
66,-67.830000,47.160000,2023-01-03 18:00:00,,ST LEONARD CS,1344.51,3,2,1,January
810,-66.610000,45.920000,2023-01-03 18:00:00,1.40,FREDERICTON CDA CS,1344.51,3,2,1,January
1554,-66.120000,44.270000,2023-01-03 18:00:00,,SAULNIERVILLE,1344.51,3,2,1,January
67,-67.830000,47.160000,2023-01-03 19:00:00,,ST LEONARD CS,1273.28,3,2,1,January
811,-66.610000,45.920000,2023-01-03 19:00:00,1.20,FREDERICTON CDA CS,1273.28,3,2,1,January
1555,-66.120000,44.270000,2023-01-03 19:00:00,,SAULNIERVILLE,1273.28,3,2,1,January
68,-67.830000,47.160000,2023-01-03 20:00:00,,ST LEONARD CS,1249.22,3,2,1,January
812,-66.610000,45.920000,2023-01-03 20:00:00,0.40,FREDERICTON CDA CS,1249.22,3,2,1,January
1556,-66.120000,44.270000,2023-01-03 20:00:00,,SAULNIERVILLE,1249.22,3,2,1,January
69,-67.830000,47.160000,2023-01-03 21:00:00,,ST LEONARD CS,1056.75,3,2,1,January
813,-66.610000,45.920000,2023-01-03 21:00:00,0.50,FREDERICTON CDA CS,1056.75,3,2,1,January
1557,-66.120000,44.270000,2023-01-03 21:00:00,,SAULNIERVILLE,1056.75,3,2,1,January
70,-67.830000,47.160000,2023-01-03 22:00:00,,ST LEONARD CS,997.54,3,2,1,January
814,-66.610000,45.920000,2023-01-03 22:00:00,0.60,FREDERICTON CDA CS,997.54,3,2,1,January
1558,-66.120000,44.270000,2023-01-03 22:00:00,,SAULNIERVILLE,997.54,3,2,1,January
71,-67.830000,47.160000,2023-01-03 23:00:00,,ST LEONARD CS,988.41,3,2,1,January
815,-66.610000,45.920000,2023-01-03 23:00:00,0.60,FREDERICTON CDA CS,988.41,3,2,1,January
1559,-66.120000,44.270000,2023-01-03 23:00:00,,SAULNIERVILLE,988.41,3,2,1,January
72,-67.830000,47.160000,2023-01-04 00:00:00,,ST LEONARD CS,938.37,4,2,1,January
816,-66.610000,45.920000,2023-01-04 00:00:00,0.20,FREDERICTON CDA CS,938.37,4,2,1,January
1560,-66.120000,44.270000,2023-01-04 00:00:00,,SAULNIERVILLE,938.37,4,2,1,January
73,-67.830000,47.160000,2023-01-04 01:00:00,,ST LEONARD CS,855.59,4,2,1,January
817,-66.610000,45.920000,2023-01-04 01:00:00,0.50,FREDERICTON CDA CS,855.59,4,2,1,January
1561,-66.120000,44.270000,2023-01-04 01:00:00,,SAULNIERVILLE,855.59,4,2,1,January
74,-67.830000,47.160000,2023-01-04 02:00:00,,ST LEONARD CS,858.97,4,2,1,January
818,-66.610000,45.920000,2023-01-04 02:00:00,0.30,FREDERICTON CDA CS,858.97,4,2,1,January
1562,-66.120000,44.270000,2023-01-04 02:00:00,,SAULNIERVILLE,858.97,4,2,1,January
75,-67.830000,47.160000,2023-01-04 03:00:00,,ST LEONARD CS,857.53,4,2,1,January
819,-66.610000,45.920000,2023-01-04 03:00:00,0.20,FREDERICTON CDA CS,857.53,4,2,1,January
1563,-66.120000,44.270000,2023-01-04 03:00:00,,SAULNIERVILLE,857.53,4,2,1,January
76,-67.830000,47.160000,2023-01-04 04:00:00,,ST LEONARD CS,859.9300000000001,4,2,1,January
820,-66.610000,45.920000,2023-01-04 04:00:00,0.20,FREDERICTON CDA CS,859.9300000000001,4,2,1,January
1564,-66.120000,44.270000,2023-01-04 04:00:00,,SAULNIERVILLE,859.9300000000001,4,2,1,January
77,-67.830000,47.160000,2023-01-04 05:00:00,,ST LEONARD CS,883.51,4,2,1,January
821,-66.610000,45.920000,2023-01-04 05:00:00,0.40,FREDERICTON CDA CS,883.51,4,2,1,January
1565,-66.120000,44.270000,2023-01-04 05:00:00,,SAULNIERVILLE,883.51,4,2,1,January
78,-67.830000,47.160000,2023-01-04 06:00:00,,ST LEONARD CS,1280.03,4,2,1,January
822,-66.610000,45.920000,2023-01-04 06:00:00,0.70,FREDERICTON CDA CS,1280.03,4,2,1,January
1566,-66.120000,44.270000,2023-01-04 06:00:00,,SAULNIERVILLE,1280.03,4,2,1,January
79,-67.830000,47.160000,2023-01-04 07:00:00,,ST LEONARD CS,1418.6100000000001,4,2,1,January
823,-66.610000,45.920000,2023-01-04 07:00:00,0.50,FREDERICTON CDA CS,1418.6100000000001,4,2,1,January
1567,-66.120000,44.270000,2023-01-04 07:00:00,,SAULNIERVILLE,1418.6100000000001,4,2,1,January
80,-67.830000,47.160000,2023-01-04 08:00:00,,ST LEONARD CS,1470.58,4,2,1,January
824,-66.610000,45.920000,2023-01-04 08:00:00,0.50,FREDERICTON CDA CS,1470.58,4,2,1,January
1568,-66.120000,44.270000,2023-01-04 08:00:00,,SAULNIERVILLE,1470.58,4,2,1,January
81,-67.830000,47.160000,2023-01-04 09:00:00,,ST LEONARD CS,1525.9299999999998,4,2,1,January
825,-66.610000,45.920000,2023-01-04 09:00:00,0.60,FREDERICTON CDA CS,1525.9299999999998,4,2,1,January
1569,-66.120000,44.270000,2023-01-04 09:00:00,,SAULNIERVILLE,1525.9299999999998,4,2,1,January
82,-67.830000,47.160000,2023-01-04 10:00:00,,ST LEONARD CS,1531.7,4,2,1,January
826,-66.610000,45.920000,2023-01-04 10:00:00,0.90,FREDERICTON CDA CS,1531.7,4,2,1,January
1570,-66.120000,44.270000,2023-01-04 10:00:00,,SAULNIERVILLE,1531.7,4,2,1,January
83,-67.830000,47.160000,2023-01-04 11:00:00,,ST LEONARD CS,1519.67,4,2,1,January
827,-66.610000,45.920000,2023-01-04 11:00:00,1.50,FREDERICTON CDA CS,1519.67,4,2,1,January
1571,-66.120000,44.270000,2023-01-04 11:00:00,,SAULNIERVILLE,1519.67,4,2,1,January
84,-67.830000,47.160000,2023-01-04 12:00:00,,ST LEONARD CS,1522.08,4,2,1,January
828,-66.610000,45.920000,2023-01-04 12:00:00,2.60,FREDERICTON CDA CS,1522.08,4,2,1,January
1572,-66.120000,44.270000,2023-01-04 12:00:00,,SAULNIERVILLE,1522.08,4,2,1,January
85,-67.830000,47.160000,2023-01-04 13:00:00,,ST LEONARD CS,1521.5900000000001,4,2,1,January
829,-66.610000,45.920000,2023-01-04 13:00:00,3.40,FREDERICTON CDA CS,1521.5900000000001,4,2,1,January
1573,-66.120000,44.270000,2023-01-04 13:00:00,,SAULNIERVILLE,1521.5900000000001,4,2,1,January
86,-67.830000,47.160000,2023-01-04 14:00:00,,ST LEONARD CS,1518.69,4,2,1,January
830,-66.610000,45.920000,2023-01-04 14:00:00,4.10,FREDERICTON CDA CS,1518.69,4,2,1,January
1574,-66.120000,44.270000,2023-01-04 14:00:00,,SAULNIERVILLE,1518.69,4,2,1,January
87,-67.830000,47.160000,2023-01-04 15:00:00,,ST LEONARD CS,1470.1,4,2,1,January
831,-66.610000,45.920000,2023-01-04 15:00:00,4.60,FREDERICTON CDA CS,1470.1,4,2,1,January
